mbid,artist_mb,artist_lastfm,country_mb,country_lastfm,tags_mb,tags_lastfm,listeners_lastfm,scrobbles_lastfm,ambiguous_artist
c6122fee-089f-41c4-a34f-e5f7e5607b05,Twisted Sister,Twisted Sister,United States,,heavy metal; hard rock; glam rock; glam metal,hard rock; heavy metal; hair metal; 80s; rock,791046,9069827,FALSE
92dc699f-fcbc-4278-afbe-40b5ad060a55,Death From Above,Death from Above 1979,Canada,Canada,electronic; canadian; rock n roll; dance-punk; disco-punk,indie; indie rock; rock; alternative; Canadian; seen live; dance punk; alternative rock; punk; dance-punk; noise rock; electronic; experimental; post-punk; dance; Garage Rock; canada; punk rock; noise; electronica; hardcore; duos; death from above 1979; emo; toronto; dance rock; hard rock; post-hardcore; Drum and bass; noise-funk; electro; duo; metal; Lo-Fi; 00s; Stoner Rock; favorites; Awesome; sexy; indie pop; screamo; synth rock; bass; Progressive rock; funk; sex; garage; Hip-Hop; Love; new wave; Post punk; synth; pop; loud; noise funk; post-rock; canadian indie; disco-punk; Grunge; Energetic; Indie-Rock; Rock and Roll; Favourites,788512,23654459,FALSE
0b108024-ccb5-468f-b2e9-77ed4f5615c6,Olly Murs,Olly Murs,United Kingdom,United Kingdom,pop; electro; dance-pop; europop,pop; british; male vocalists; X factor; indie; seen live; olly murs; indie pop; alternative; UK; dance; english; jazz; reggae; rnb; 00s; x factor 2009; soul; folk; singer-songwriter; rock; sexy; acoustic; britpop; r&b; reality tv; hairy chest; pop rock; piano; soft rock; england; alternative pop; hot; Favourites; love at first listen; 5 Stars; overrated; 2010s; United Kingdom; All; spotify; X-Factor; guys I would fuck; The X Factor,787770,12971888,FALSE
97b8d224-5660-419c-8dff-4b3bf0c33983,The Neighbourhood,The Neighbourhood,United States,,alternative rock; indie pop,indie; indie rock; indie pop; rock; seen live,787561,31254854,FALSE
d41a6875-b626-4c0f-89a1-aecb643d29ff,The Pogues,The Pogues,United Kingdom,Ireland,folk; uk; london; folk rock; celtic rock; folk pop; celtic punk; england; folk punk; celtic folk music,irish; folk; punk; folk rock; celtic,787183,15256515,FALSE
0cf9d983-aecf-4d57-9e94-fde2beac014f,The Futureheads,The Futureheads,United Kingdom,United Kingdom,indie; rock and indie,indie; seen live; indie rock; british; rock,784419,10454251,FALSE
e28dbf43-a2d9-4651-908f-1879ad67d30e,Matt Nathanson,Matt Nathanson,United States,United States,,singer-songwriter; acoustic; indie; Acoustic Rock; rock; seen live; alternative; male vocalists; matt nathanson; pop; folk; indie rock; american; Mellow; boys with guitars; alternative rock; pop rock; chill; guitar; male singer-songwriters; Love; folk rock; Adult Alternative; singer songwriter; 00s; favorites; California; male; easy listening; relaxing; jazz; indie pop; USA; happy; san francisco; Favorite Bands; Favorite Artists; male vocalist; Favorite; male acoustic,784333,11135180,FALSE
479497d4-e7c2-4e78-972e-56e78fac3995,Chris Isaak,Chris Isaak,United States,United States,rock; pop; american; rockabilly; pop rock; roots rock; classic pop and rock; rock & roll,rock; singer-songwriter; blues; pop; 80s; classic rock; american; rockabilly; male vocalists; seen live; alternative; soft rock; chris isaak; blues rock; 90s; pop rock; Rock and Roll; romantic; surf rock; USA; country; sexy; California; roots rock; melancholy; americana; acoustic; Alt-country; easy listening; alternative rock; Love; guitar; 00s; crooner; Pop-Rock; male vocalist; rock n roll; indie; Surf; college rock; new wave; melancholic; Ballad; Mellow; love songs; country rock; United States; rock'n'roll; folk; indie rock; oldies; smooth; stockton; ambient; downtempo; favorites; songwriter; ballads; chillout; Grunge; Retro; rock-n-roll; Favorite; actor; Wicked Game,784279,10184482,FALSE
332228ce-fe8c-4a5e-90e0-e1361553e5ff,Amos Lee,Amos Lee,United States,United States,folk; american; usa; folk rock; américain,singer-songwriter; folk; soul; acoustic; jazz; seen live; blues; chill; male vocalists; amos lee; Mellow; american; alternative; indie; easy listening; guitar; pop; chillout; USA; male vocalist; 00s; Acoustic Rock; relax; Pennsylvania; vocal; relaxing; Philadelphia; rock; Love; Adult Alternative; folk rock; indie folk; good; Neo-Soul; Gray Charles; slow; americana; jazz fusion; smooth,784031,11079666,FALSE
cbef45a9-7acb-4325-94c9-70081ac8d1b8,Tycho,Tycho,United States,,electronic; downtempo; instrumental; chillout; ambient; idm; psychedelic; chillwave; post.rock; vaporwave; intelligent dance; electrogaze,ambient; electronic; idm; chillout; downtempo,781150,26571024,FALSE
fb821608-35fd-4a45-a4b2-1a0537cee111,She & Him,She & Him,United States,United States,indie pop; indie folk; alternative country,folk; indie; indie pop; female vocalists; singer-songwriter; seen live; pop; indie folk; american; Alt-country; zooey deschanel; alternative; Retro; female vocalist; indie rock; acoustic; country; folk pop; 00s; duo; Awesome; portland; cute; Mellow; rock; Love; sweet; USA; twee; nostalgic; lovely; americana; melancholy; love at first listen; oregon; m ward; she and him; favorites; alternative country,780799,30933296,FALSE
c5f259d0-abd8-418e-81ee-3965fd4e4e9a,Icona Pop,Icona Pop,Sweden,Sweden,synthpop; dance; electro house,electronic; electropop; swedish; pop; synthpop; seen live; female vocalists; electro; dance; electro house; Sweden; electronica; indie; chillout; chill; world; 3; World Music; sunflower; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; my dance room; dance-pop; 10s; Icona Pop; House; Electro Pop; 2010s; synth pop; scandinavian; Electronic Pop; female vocalist; dance pop; duo; my girls; indie pop; Kitsune; Europop; electro-pop; duos; All; spotify; beach party,780473,12163396,FALSE
9f870653-72b0-4c6d-8c59-439a95963e09,Cheap Trick,Cheap Trick,United States,United States,rock; hard rock; power pop; soft rock; pop rock; aor; classic pop and rock,classic rock; rock; power pop; hard rock; 80s; seen live; 70s; pop rock; american; pop; arena rock; new wave; cheap trick; rock n roll; Illinois; AOR; rockford; male vocalists; powerpop; Rock and Roll; USA; album rock; glam rock; punk; 90s; 80's; alternative rock; classic; 00s; chicago; Pop-Rock,780086,8125556,FALSE
de11b037-d880-40e0-8901-0397c768c457,Eagles of Death Metal,Eagles of Death Metal,United States,United States,rock; alternative rock; garage rock; dance and electronica; awesomename,seen live; Stoner Rock; rock; Garage Rock; alternative rock; alternative; hard rock; indie; indie rock; stoner; desert rock; american; Josh Homme; garage; rock n roll; blues rock; Eagles of Death Metal; Rock and Roll; garage rock revival; fun; USA; sexy; death metal; metal; classic rock; 00s; Grunge; groovy; California,779477,20650632,FALSE
509f20b2-5df3-4aec-9bbc-002131fb3f99,Max Richter,Max Richter,United Kingdom,Germany; United Kingdom,soundtrack; classical; ambient; german; british; production music; score; producer; pianist; composer; film score; modern classical; british composer,ambient; contemporary classical; neoclassical; Classical; electronic; modern classical; post-classical; instrumental; neo-classical; piano; neo classical; PostClassical; post classical; minimalism; experimental; minimal; german; Soundtrack; minimalist; composer; melancholy; Contemporary; electronica; atmospheric; british; melancholic; beautiful; modern composition; seen live; chillout; cinematic; germany; minimal piano; max richter; alternative; post-rock; piano ambient; contemporary piano; violin; composers; ambient piano; new age; relaxing; Experimental-Ambient; minimal ambient; score,779398,26616025,FALSE
3d65bead-6eae-4012-8665-d5f593ea4a62,Gary Jules,Gary Jules,United States,United States,rock; american; rock and indie,singer-songwriter; alternative; indie; acoustic; rock; Soundtrack; folk rock; folk; male vocalists; pop; american; gary jules; indie rock; Donnie Darko; alternative rock; melancholy; sad; seen live; chillout; Mellow; piano; soft rock; Soundtracks; melancholic; California; male vocalist; Acoustic Rock; mad world; emo; USA; chill; indie pop; pop rock; 00s; instrumental; easy listening; blues; guitar; 80s; songwriter; relax,779068,8235459,FALSE
1a99cc88-aea3-4fe3-96b9-20791667f65f,Dizzee Rascal,Dizzee Rascal,United Kingdom,United Kingdom,hip-hop; british; hip hop; uk; london; producer; pop rap; english; grime; rapper; hip house; hip hop rnb and dance hall; mc; bow; e3; fidget house; uk hip hop; trap rap,Grime; Hip-Hop; seen live; rap; british; hip hop; electronic; UK; garage; UK Garage; UK hip-hop; electronica; london; dance; UK hip hop; Dizzee Rascal; electro; indie; dubstep; hiphop; pierdolniecie; english; UK Grime; british rap; england; 00s; trip-hop; urban; male vocalists; pop; House; rock; beats; garage rap; alternative; experimental,776859,12994975,FALSE
63b43c69-b822-4268-bdad-bcde12531f50,Lindsay Lohan,Lindsay Lohan,United States,United States,rock,pop; female vocalists; pop rock; dance; rock; Lindsay Lohan; american; teen pop; Officially Shit; female; sexy; emo; electronic; female vocalist; shit; Disney; guilty pleasure; all things annoying in the world put together into one stupid bitch; Crap; actress; the worst thing ever to happen to music; bitch; 00s; Guilty Pleasures; hot; alternative; Brutal Death Metal; stupid; rnb; Slut; USA; dance pop; Best Singer in the world; whore; alternative rock; gay; Pop-Rock; beautiful; amazing; lesbian; diva; Britney Spears; pop bitch; Favorite; lindsay; Soundtrack; singer-songwriter; Awesome; female vocal; Wanessa; poprock; ugly; talentless; awful; girl power; good music; lohan; Hip-Hop; electropop; punk; dance-pop; death metal; dildocore; attention whore; slutcore,775568,9302492,FALSE
5f58803e-8c4c-478e-8b51-477f38483ede,Madness,Madness,United Kingdom,United Kingdom,rock; pop; ska; british; new wave; uk; london; pop rock; english; england; rock and indie; 2 tone; sophisti-pop,ska; 80s; british; new wave; seen live; pop; two-tone; rock; 2 tone; punk; alternative; madness; ska revival; UK; britpop; london; 2tone; rocksteady; reggae; ska punk; two tone; english; male vocalists; mod; england; classic rock; 70s; 2-tone,775221,12849108,FALSE
e20747e7-55a4-452e-8766-7b985585082d,Frank Zappa,Frank Zappa,United States,United States,rock; electronic; classical; progressive rock; jazz; american; orchestral; experimental; psychedelic rock; blues rock; jam band; art rock; spoken word; experimental rock; jazz fusion; big band; comedy rock; jazz-rock; rock opera; field recordings; satire; sound collage; film soundtrack; rock and indie; modern classical; musique concrète; avant-prog; doo-wop; death by prostate cancer; rock & roll; pop/rock; speeches; synclavier music,Progressive rock; experimental; rock; jazz; classic rock; Avant-Garde; Progressive; alternative; psychedelic; zappa; Fusion; Experimental Rock; jazz fusion; Psychedelic Rock; Jazz Rock; Frank Zappa; art rock; guitar; american; 70s; comedy; jazz-rock; Classical; guitar virtuoso; genius; singer-songwriter; 60s; hard rock; Comedy Rock; blues; 80s; composer; contemporary classical; avantgarde; alternative rock; funk; prog; Avant-Prog; satire; prog rock; USA; proto-punk; instrumental; pop; weird; free jazz; seen live; blues rock; humor; indie; humour; electronic; funny; Awesome; impossible for liberals to deal with; avant garde; conservative,774733,36625207,FALSE
74a30f2a-dae6-4e99-8a75-cb0f93b31aa6,Washed Out,Washed Out,United States,,synthpop; neo-psychedelia; dream pop; nu-disco; chillwave,chillwave; electronic; Lo-Fi; chillout; seen live,772359,24627308,FALSE
f45da029-7b00-4bf3-962c-0eeb20309cc4,Keith Urban,Keith Urban,Australia,Australia; New Zealand,country; electropop; dance-pop; pop rock; country pop; contemporary country; bro-country,country; Keith Urban; singer-songwriter; rock; australian; male vocalists; seen live; modern country; pop; contemporary country; country pop; country rock; New Zealand; new country; male country; favorites; male; australia; pop country; Officially Shit; 00s; country music; classic rock; folk; Favorite Artists; Favorite; My Country; 90s; Southern Rock; good music,771752,11724230,FALSE
0cc9e56e-a623-47ea-b5f2-1a1757cc2426,Sugarcult,Sugarcult,United States,United States,usa; pop punk,rock; punk rock; alternative; punk; emo; seen live; pop punk; alternative rock; indie; Pop-punk; Sugarcult; american; pop rock; pop; indie rock; power pop; California; favorites; screamo; hardcore; punk pop; metal; USA; emocore; classic rock; Grunge; Love; Awesome; Punk-Pop; indie pop; hard rock; singer-songwriter; Favorite; trance; Favorite Bands; dance,771578,12690151,FALSE
eab76c9f-ff91-4431-b6dd-3b976c598020,Infected Mushroom,Infected Mushroom,United States,Israel,trance; electronic; dubstep; electronica; psytrance; psychedelic trance; triphop,psytrance; electronic; psychedelic; trance; goa; psychedelic trance; seen live; electronica; techno; israeli; Goa Trance; psy; Infected Mushroom; Israel; dance; experimental; electro; progressive trance; psy trance; ambient; psy-trance; industrial; rock; alternative; dubstep; chillout; Progressive,771012,40345567,FALSE
6655955b-1c1e-4bcb-84e4-81bcd9efab30,Ólafur Arnalds,Ólafur Arnalds,Iceland,Iceland,ambient; icelandic; composer; musician; contemporary classical,ambient; instrumental; icelandic; post-rock; Classical; contemporary classical; neoclassical; seen live; piano; modern classical; neo-classical; post-classical; neo classical; PostClassical; post classical; experimental; melancholic; iceland; beautiful; minimalism; electronic; post rock; violin; melancholy; scandinavian; indie; alternative; atmospheric; electronica; chillout; contemporary piano; Contemporary; composer; minimalist; modern composition; ambient piano; piano ambient; minimal; cinematic; olafur arnalds; modern classic; minimal piano; Experimental-Ambient; emotional; minimal ambient,770878,25793241,FALSE
ea6b7199-901d-4c0e-8242-6d7bc2bf62b7,Cam’ron,Cam'ron,United States,United States,hip hop; hip hop rnb and dance hall,Hip-Hop; rap; Dipset; hip hop; east coast rap; new york; East Coast; Gangsta Rap; harlem; cam'ron; hiphop; camron; gangsta; The Diplomats; NYC; east coast hip-hop; american; seen live; roc-a-fella; Diplomats; killa; rock; soul; Favorite Artists; indie; alternative; underground rap; underground hip-hop; rnb; New York Rap; eastcoast; killa cam; classic rock; instrumental; punk; emo; favorites; punk rock; 00s; New York City; Love it; music; Veronica Mars; curtis; hip-hop and rap; east coast hip hop; westcoast; juelz santana; NO HOMO; Jim Jones; hip t hop; smokin shit; this shit is killing hip hop; cameron; yung dynasty,770845,6672334,FALSE
b134d1bf-c7c7-4427-93ac-9fdbc2b59ef1,Meat Loaf,Meat Loaf,United States,United States,rock; progressive rock; american; hard rock; pop rock; symphonic rock; wagnerian rock; rock opera; aor; classic pop and rock,rock; classic rock; hard rock; rock opera; 80s; seen live; american; Meat Loaf; Rock and Roll; 70s; male vocalists; Wagnerian Rock; Progressive rock; pop; oldies; Symphonic Rock; 90s; heavy metal; metal; USA; epic; rock ballad; opera rock; Meatloaf; rock n roll; arena rock; texas; classic; album rock; singer-songwriter; glam rock; Ballad; Rocky Horror Picture Show; male vocalist; power ballads,770339,10772638,FALSE
15a5da16-8b89-4047-aefe-81473c97b5b2,Jamie Foxx,Jamie Foxx,United States,United States,hip hop rnb and dance hall,rnb; soul; Hip-Hop; rap; hip hop; jamie foxx; r&b; male vocalists; smooth; r and b; urban; slow jams; american; actor; Love; rhythm and blues; Neo Soul; r'n'b; texas; Neo-Soul; pop; sexy; 90s; 00s; contemporary rnb; black music; USA; unpredictable; comedy; male vocalist; United States; r n b; RELAXXX; Jamie,769525,5621047,FALSE
900ab237-327b-44e2-87e4-73250bbe025a,Commodores,Commodores,United States,United States,funk; soul; disco; adult contemporary; classic pop and rock; pop soul; smooth soul,soul; funk; 70s; motown; rnb; Disco; oldies; pop; rhythm and blues; commodores; american; 80s; r&b; easy listening; classic rock; funky; jazz; male vocalists; Old School soul; dance; Alabama; USA; groove; Officially Shit; Lionel Richie; rock; seen live; quiet storm; soul-funk; classic soul; old school funk,769250,5133784,FALSE
d452681b-41e0-46a0-bb17-e77d23dfc220,Chiddy Bang,Chiddy Bang,United States,United States,,Hip-Hop; rap; electronic; hip hop; chiddy bang; seen live; Philadelphia; american; alternative hip-hop; alternative rap; electronica; underground hip-hop; alternative hip hop; alternative; electro; indie; pop; east coast rap; indie rap; Hipster-Hop; chiddy; e-walker; USA; dance; hiphop; 1; male vocalists; Philly; Pennsylvania; Hip Hop/Rap; All; afro-beat; swag; Alt Rap; pretty much amazing; xaphoon jones; lurksen; Jitglitch,768523,9414875,FALSE
750e9439-2e5d-4afd-92cc-d23183cd7606,Alexi Murdoch,Alexi Murdoch,United Kingdom,Scotland; United Kingdom,,singer-songwriter; folk; acoustic; indie; Mellow; british; alternative; Scottish; indie rock; seen live; indie folk; male vocalists; chill; alexi murdoch; rock; guitar; folk rock; Acoustic Rock; the oc; english; chillout; indie pop; UK; Soundtrack; london; songwriter; scotland; male vocalist; male singer-songwriters; alternative rock; folk-rock; melancholy; favorites; beautiful; relaxing; 00s,768446,9616660,FALSE
774666d2-2064-4d6c-856c-f8cda0aaf9f0,The Moody Blues,The Moody Blues,United Kingdom,,progressive rock; british; uk; art rock; baroque pop; pop rock; english; symphonic prog; classic pop and rock; progressive pop; pop/rock,classic rock; Progressive rock; rock; 60s; psychedelic,768341,10083951,FALSE
88775bfe-4bf2-4ef7-a3a4-0ed769d621bb,Devo,Devo,United States,United States,,new wave; post-punk; 80s; alternative; rock; electronic; seen live; punk; synthpop; american; synth pop; experimental; indie; 70s; Ohio; Post punk; alternative rock; art punk; punk rock; USA; pop; devo; akron; classic rock; electronica; quirky; industrial; synth; male vocalists; art rock; dance; 80's; American Punk; Avant-Garde; synthpunk; 1980s; synth punk,768284,13981667,FALSE
c79c43d4-cbed-4373-89ce-6560f62eb7d8,Poison,Poison,United States,Germany; United States,rock; pop; metal; american; hard rock; power pop; acoustic rock; glam metal; classic pop and rock,hard rock; hair metal; 80s; rock; classic rock; Glam Metal; glam rock; heavy metal; metal; seen live; glam; Poison; thrash metal; death metal; american; 80s hair metal; 80s rock; pop; black metal; 90s; sleaze; Pop Metal; german; los angeles; USA; 80's; 80s metal; hair band; hair bands; male vocalists; sleaze rock; California; Cock rock; rock n roll; Bret Michaels; thrash,768194,9227944,TRUE
0e10c8c1-52fb-4835-8841-7e15757a2b21,Poison,Poison,United States,Germany; United States,,hard rock; hair metal; 80s; rock; classic rock; Glam Metal; glam rock; heavy metal; metal; seen live; glam; Poison; thrash metal; death metal; american; 80s hair metal; 80s rock; pop; black metal; 90s; sleaze; Pop Metal; german; los angeles; USA; 80's; 80s metal; hair band; hair bands; male vocalists; sleaze rock; California; Cock rock; rock n roll; Bret Michaels; thrash,768194,9227944,TRUE
67bcd450-ae41-46b6-b705-ba93b40bf286,Poison,Poison,Spain,Germany; United States,,hard rock; hair metal; 80s; rock; classic rock; Glam Metal; glam rock; heavy metal; metal; seen live; glam; Poison; thrash metal; death metal; american; 80s hair metal; 80s rock; pop; black metal; 90s; sleaze; Pop Metal; german; los angeles; USA; 80's; 80s metal; hair band; hair bands; male vocalists; sleaze rock; California; Cock rock; rock n roll; Bret Michaels; thrash,768194,9227944,TRUE
3bd6ba5e-dd1b-414f-b999-b8d88e627013,Poison,Poison,Germany,Germany; United States,,hard rock; hair metal; 80s; rock; classic rock; Glam Metal; glam rock; heavy metal; metal; seen live; glam; Poison; thrash metal; death metal; american; 80s hair metal; 80s rock; pop; black metal; 90s; sleaze; Pop Metal; german; los angeles; USA; 80's; 80s metal; hair band; hair bands; male vocalists; sleaze rock; California; Cock rock; rock n roll; Bret Michaels; thrash,768194,9227944,TRUE
4ae4492f-dcec-4833-b2f0-c2c5db53ff23,Poison,Poison,France,Germany; United States,,hard rock; hair metal; 80s; rock; classic rock; Glam Metal; glam rock; heavy metal; metal; seen live; glam; Poison; thrash metal; death metal; american; 80s hair metal; 80s rock; pop; black metal; 90s; sleaze; Pop Metal; german; los angeles; USA; 80's; 80s metal; hair band; hair bands; male vocalists; sleaze rock; California; Cock rock; rock n roll; Bret Michaels; thrash,768194,9227944,TRUE
df36f6db-5987-46ed-9d02-0cf36ed4e060,Vance Joy,Vance Joy,Australia,Australia,alternative rock; indie pop; indie folk,folk; indie; singer-songwriter; australian; acoustic,768178,13332187,FALSE
012e3432-71d3-4317-9ce5-b60cb6cdc38f,The Rasmus,The Rasmus,Finland,Finland,rock; alternative rock; funk rock; pop rock; symphonic rock; gothic rock; pop and chart,rock; alternative rock; finnish; alternative; seen live,767792,21116575,FALSE
34e10b51-b5c6-4bc1-b70e-f05f141eda1e,John Denver,John Denver,United States,Mexico; United States,rock; pop; folk; american; country; folk rock; rock and roll; country folk; pop folk; death by airplane,country; folk; singer-songwriter; acoustic; classic rock; 70s; John Denver; oldies; american; male vocalists; rock; folk rock; pop; classic country; americana; soft rock; USA; country rock; new mexico; seen live; easy listening; male vocalist; folk-rock; 60s; guitar; country folk; Alt-country; Dead; female vocalists; All,767531,7719351,FALSE
260b6184-8828-48eb-945c-bc4cb6fc34ca,Charli XCX,Charli XCX,United Kingdom,United Kingdom,trance; electronic; synthpop; pop; synth-pop; electropop; dance-pop; pop rock; ambient house; electroclash,synthpop; electronic; pop; seen live; female vocalists; Electroclash; british; electropop; dark-pop; World Music; Skitz0rz; uitluisteren artist; holloween skitz0rz; fav888; chillout; chill; world; 3; sunflower; my dance room; indie; indie pop; pc music; dark pop; indietronica; bubblegum bass; electronica; alternative; singer-songwriter; darkwave; electro; english; pop rock; UK; dance; new wave; witch house; dance-pop; synth pop; england; pop punk; london; dark wave; 2010s; goth pop; dream pop; female vocalist; dance pop; 10s; angel pop; female; sexy; emotive; United Kingdom; All; charli xcx; Hip-Hop; rock; experimental; power pop; britpop; Experimental pop; synth; Electro Pop; dark electro; 00s; alternative pop; hot; chillwave; glitch pop; electro-pop; cambridge; Avant-Pop; laz; Alternative-Indie Rock; heroine pop; sucker sucks,766678,30079682,FALSE
a10f94a9-2a3c-4166-b9fa-a7bed0bf7d96,Michelle Branch,Michelle Branch,United States,United States,alternative rock; pop rock; country pop; singer/songwriter,pop; female vocalists; singer-songwriter; rock; pop rock; alternative; female; michelle branch; acoustic; female vocalist; american; seen live; alternative rock; indie; country; 00s; folk; guitar; Pop-Rock; female artists; Mellow; favorites; indie rock; female vocals; emo; USA; Awesome; indie pop; female singer-songwriter; arizona; teen pop; punk; Love; Acoustic Rock; chillout; soft rock; amazing; chick rock; michelle; 90s; female vocal; Favorite; english,766234,10667056,FALSE
90cc2464-234e-4da0-b39b-576f36e633bc,Antony and the Johnsons,Antony and the Johnsons,United Kingdom,United Kingdom; United States,uk; england,singer-songwriter; indie; alternative; chamber pop; folk; seen live; cabaret; piano; male vocalists; indie pop; pop; New Weird America; american; rock; beautiful; baroque pop; melancholy; british; indie rock; freak folk; queer; experimental; Antony and the Johnsons; Mellow; melancholic; dark cabaret; 00s; gay; soul; new york; USA; acoustic; Avant-Garde; jazz; sad; songwriter; chillout; indie folk; blues; favourite; male vocalist; vocal; favorites; duyster; art pop; Dreamy; avantgarde; ambient; genius; haunting; singer songwriter; beautiful voice; Antony; electronic; Love; emotional; want to see live,766152,23775714,FALSE
5b6ebfe0-f72b-4902-bba9-74c8af0f1af0,The 1975,The 1975,United Kingdom,United Kingdom,synthpop; new wave; indie rock; pop rock; ambient pop; art pop,indie; indie rock; seen live; british; alternative,764165,35122478,FALSE
1b3e92d4-1c68-412d-a92d-1172f24f7de3,Aqualung,Aqualung,United Kingdom,United Kingdom,british; uk; english; rock and indie,indie; singer-songwriter; alternative; indie rock; rock; british; seen live; pop; britpop; alternative rock; male vocalists; piano; Mellow; piano rock; indie pop; chillout; acoustic; aqualung; UK; chill; emo; english; favorites; Love; electronic; folk; calm; soft rock; electronica; melancholy; england; experimental; pop rock; relax; punk; beautiful; 00s; female vocalists; romantic; male vocalist; Acoustic Rock; Favorite; Soundtrack; classic rock; Adult Alternative; singer songwriter,762723,9976421,FALSE
7f260b9c-bea7-469b-9ba8-0daec7d2c85c,Madeleine Peyroux,Madeleine Peyroux,United States,France; United States,jazz; folk,jazz; female vocalists; blues; vocal jazz; singer-songwriter; jazz vocal; french; female; Madeleine Peyroux; female vocalist; Smooth Jazz; seen live; american; chillout; vocal; modern jazz; Female jazz vocalists; USA; female jazz; female vocal jazz; jazz vocals; easy listening; Mellow; cool; Female Voices; acoustic; female artists,762696,11288155,FALSE
fc7376fe-1a6f-4414-b4a7-83f50ed59c92,Flying Lotus,Flying Lotus,United States,United States,electronic; downtempo; instrumental; jazz; hip hop; hiphop; warp; hip hop rnb and dance hall; experimental hip hop; beatgen; instrumental hip hop,electronic; experimental; Hip-Hop; instrumental hip-hop; downtempo; seen live; idm; instrumental; trip-hop; abstract hip-hop; hip hop; electronica; glitch-hop; wonky; glitch; jazz; dubstep; Warp; chillout; experimental hip-hop; beats; american; ambient; abstract; los angeles; glitch hop; psychedelic; instrumental hip hop; Warp Records; nu jazz; abstract hip hop; California; underground hip-hop; trip hop; jazz fusion; brainfeeder; funk; experimental hip hop; Avant-Garde; Lo-Fi; soul; 00s; experimental electronic; Jazz Hop; chill; acid jazz; USA; electro; dub; rap; future jazz; Flying Lotus,761653,44368275,FALSE
a6c6897a-7415-4f8d-b5a5-3a5e05f3be67,twenty one pilots,Twenty One Pilots,United States,,alternative rock; rap; hip-hop; electropop; indie pop; alternative rap; hip-hop/rap,electronic; indie; alternative; indie pop; seen live,761227,48039584,FALSE
e942594a-91cc-427a-8beb-6815c28e9254,Adam Lambert,Adam Lambert,United States,United States,rock; synthpop; pop; dance; vocalist; soul; electropop; dance-pop; pop rock; american idol; glam; costume; showman,pop; rock; glam; American Idol; Love; pop rock; male vocalists; glam rock; american; Adam lambert; dance; seen live; gay; electronic; sexy; alternative; electropop; singer-songwriter; male vocalist; glambert; hot; American Idol 8; 00s; Pop-Rock; adam; glam pop; USA; Fierce; alternative rock; male; emo; Lady Gaga; amazing; queer; Favorite; <3; Pop/Rock; beautiful; diva; crazy vocals; Master Vocals; english; addictive; solo artist; idol; Talent; indie; Awesome; sex; guilty pleasure; love at first listen; brutal deathcore; guys I would fuck; Should have won; lambert; Altar of the Metal Gods Folk Metal,761068,24958234,FALSE
94dbfe2e-ca48-4e08-a5a8-e1e74136c63d,Method Man,Method Man,United States,United States,rap; american; hip-hop; hip hop; hiphop; east coast hip-hop; hardcore rap; wu-tang; us; hip hop rnb and dance hall,Hip-Hop; rap; wu-tang; hip hop; new york; east coast rap; East Coast; seen live; Wu-Tang Clan; Method Man; hiphop; Gangsta Rap; hardcore rap; underground hip-hop; american; east coast hip-hop; 90s; tical; underground; hardcore hip-hop; gangsta; def jam; east coast hip hop; shaolin; old school; rnb; hardcore hip hop; underground rap; wu; meth; Wu Tang; USA; Long Island; staten island; Redman; Real hip-hop,760232,9360117,FALSE
4c7a5854-6b75-4623-a684-6a3d785d9015,Estelle,Estelle,United Kingdom,United Kingdom,uk; singer; neo-soul; dance-pop; rapper; pop and chart; mc; funktronica; pop soul; uk hip hop; contemporary r&b,rnb; soul; female vocalists; Hip-Hop; british; pop; hip hop; r&b; Estelle; rap; seen live; UK; female vocalist; female; dance; rhythm and blues; Neo-Soul; r'n'b; urban; london; r and b; Neo Soul; british rap; uk urban; 00s; reggae; motown; english; British Hip Hop; UK artists; singer-songwriter; Love; funk; england; glastonbury2008; British RnB; female hiphop,759631,6913812,FALSE
7bf1f441-ccf1-4258-9797-07c8d16eb44c,Paul Oakenfold,Paul Oakenfold,United Kingdom,United Kingdom,trance; electronic; british; uk; producer; progressive trance,trance; electronic; dance; techno; electronica; House; progressive trance; chillout; seen live; Paul Oakenfold; british; dj; vocal trance; electro; ambient; goa; club; psytrance; Soundtrack; Progressive House; oakenfold; alternative; rock; UK; female vocalists; Progressive; pop; 90s; Goa Trance; Hip-Hop; english; acid house,758475,9903882,FALSE
e01c3376-15fa-40d7-b747-5f219bdefdd7,Steely Dan,Steely Dan,United States,United States,rock; jazz; jazz rock; soft rock; pop rock; jazz-rock; jazz pop; film soundtrack; classic pop and rock; pop/rock; yacht rock,classic rock; Jazz Rock; rock; 70s; jazz; Progressive rock; soft rock; pop; steely dan; jazz fusion; seen live; jazz-rock; Fusion; american; funk; yacht rock; blues; 80s; adult contemporary; smooth; USA; pop rock; Progressive; AOR; Smooth Jazz; male vocalists; singer-songwriter; easy listening; soul; sophisticated; alternative; album rock; Favorite Artists; cool; donald fagen; classic; 90s; indie; favorites; literate; oldies; jazzy; rhythm and blues; Cerebral; 70's; electronic; alternative rock; folk; new wave; jazz funk; funky; Pop-Rock; instrumental; reggae; Mellow; jazz-fusion; experimental; guitar; quirky; sardonic; Funk Rock; michael mcdonald,758340,18404158,FALSE
